"circunscripcion","organismo","fecha","actos_procesales","presentaciones_abogados","causas_iniciadas"
"Paraná","Jdo Civ y Com 3",2021-05-28,121,NA,1
"Paraná","Jdo Civ y Com 3",2021-05-29,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-05-31,128,NA,2
"Paraná","Jdo Civ y Com 3",2021-06-01,139,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-02,142,3,NA
"Paraná","Jdo Civ y Com 3",2021-06-03,64,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-04,95,NA,2
"Paraná","Jdo Civ y Com 3",2021-06-05,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-06,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-07,115,2,NA
"Paraná","Jdo Civ y Com 3",2021-06-08,92,NA,3
"Paraná","Jdo Civ y Com 3",2021-06-09,152,NA,4
"Paraná","Jdo Civ y Com 3",2021-06-10,58,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-11,37,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-12,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-13,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-14,152,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-15,128,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-16,185,1,4
"Paraná","Jdo Civ y Com 3",2021-06-17,123,NA,3
"Paraná","Jdo Civ y Com 3",2021-06-18,129,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-19,3,3,NA
"Paraná","Jdo Civ y Com 3",2021-06-20,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-21,7,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-22,120,NA,2
"Paraná","Jdo Civ y Com 3",2021-06-23,96,NA,3
"Paraná","Jdo Civ y Com 3",2021-06-24,143,NA,3
"Paraná","Jdo Civ y Com 3",2021-06-25,113,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-26,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-06-28,187,NA,3
"Paraná","Jdo Civ y Com 3",2021-06-29,118,NA,1
"Paraná","Jdo Civ y Com 3",2021-06-30,132,NA,2
"Paraná","Jdo Civ y Com 3",2021-07-01,138,NA,3
"Paraná","Jdo Civ y Com 3",2021-07-02,136,NA,1
"Paraná","Jdo Civ y Com 3",2021-07-03,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-04,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-05,126,NA,1
"Paraná","Jdo Civ y Com 3",2021-07-06,86,NA,4
"Paraná","Jdo Civ y Com 3",2021-07-07,108,2,1
"Paraná","Jdo Civ y Com 3",2021-07-08,136,NA,3
"Paraná","Jdo Civ y Com 3",2021-07-09,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-10,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-12,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-13,2,6,NA
"Paraná","Jdo Civ y Com 3",2021-07-14,2,2,NA
"Paraná","Jdo Civ y Com 3",2021-07-15,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-16,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-17,NA,1,NA
"Paraná","Jdo Civ y Com 3",2021-07-20,1,1,NA
"Paraná","Jdo Civ y Com 3",2021-07-22,2,2,NA
"Paraná","Jdo Civ y Com 3",2021-07-23,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-24,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-25,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-07-26,174,2,5
"Paraná","Jdo Civ y Com 3",2021-07-27,128,NA,4
"Paraná","Jdo Civ y Com 3",2021-07-28,158,NA,1
"Paraná","Jdo Civ y Com 3",2021-07-29,114,NA,1
"Paraná","Jdo Civ y Com 3",2021-07-30,120,NA,5
"Paraná","Jdo Civ y Com 3",2021-07-31,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-01,1,1,NA
"Paraná","Jdo Civ y Com 3",2021-08-02,114,NA,5
"Paraná","Jdo Civ y Com 3",2021-08-03,118,NA,2
"Paraná","Jdo Civ y Com 3",2021-08-04,79,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-05,119,1,4
"Paraná","Jdo Civ y Com 3",2021-08-06,76,NA,2
"Paraná","Jdo Civ y Com 3",2021-08-07,5,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-08,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-09,234,2,3
"Paraná","Jdo Civ y Com 3",2021-08-10,168,NA,2
"Paraná","Jdo Civ y Com 3",2021-08-11,198,NA,4
"Paraná","Jdo Civ y Com 3",2021-08-12,154,NA,2
"Paraná","Jdo Civ y Com 3",2021-08-13,168,1,4
"Paraná","Jdo Civ y Com 3",2021-08-14,8,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-16,5,1,NA
"Paraná","Jdo Civ y Com 3",2021-08-17,184,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-18,162,1,3
"Paraná","Jdo Civ y Com 3",2021-08-19,216,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-20,139,2,4
"Paraná","Jdo Civ y Com 3",2021-08-21,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-22,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-23,170,NA,3
"Paraná","Jdo Civ y Com 3",2021-08-24,170,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-25,31,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-26,173,NA,3
"Paraná","Jdo Civ y Com 3",2021-08-27,267,NA,1
"Paraná","Jdo Civ y Com 3",2021-08-28,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-29,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-30,29,NA,NA
"Paraná","Jdo Civ y Com 3",2021-08-31,149,NA,5
"Paraná","Jdo Civ y Com 3",2021-09-01,39,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-02,41,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-03,134,NA,8
"Paraná","Jdo Civ y Com 3",2021-09-04,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-05,5,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-06,177,1,3
"Paraná","Jdo Civ y Com 3",2021-09-07,209,NA,3
"Paraná","Jdo Civ y Com 3",2021-09-08,63,NA,1
"Paraná","Jdo Civ y Com 3",2021-09-09,69,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-10,197,2,5
"Paraná","Jdo Civ y Com 3",2021-09-11,7,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-12,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-13,188,NA,1
"Paraná","Jdo Civ y Com 3",2021-09-14,175,NA,4
"Paraná","Jdo Civ y Com 3",2021-09-15,164,NA,1
"Paraná","Jdo Civ y Com 3",2021-09-16,135,NA,3
"Paraná","Jdo Civ y Com 3",2021-09-17,146,NA,3
"Paraná","Jdo Civ y Com 3",2021-09-18,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-19,7,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-20,136,NA,4
"Paraná","Jdo Civ y Com 3",2021-09-21,155,NA,2
"Paraná","Jdo Civ y Com 3",2021-09-22,137,3,NA
"Paraná","Jdo Civ y Com 3",2021-09-23,160,NA,2
"Paraná","Jdo Civ y Com 3",2021-09-24,105,NA,1
"Paraná","Jdo Civ y Com 3",2021-09-25,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-26,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-27,114,NA,2
"Paraná","Jdo Civ y Com 3",2021-09-28,91,NA,4
"Paraná","Jdo Civ y Com 3",2021-09-29,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-09-30,79,NA,1
"Paraná","Jdo Civ y Com 3",2021-10-01,99,NA,2
"Paraná","Jdo Civ y Com 3",2021-10-02,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-03,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-04,147,2,3
"Paraná","Jdo Civ y Com 3",2021-10-05,140,NA,2
"Paraná","Jdo Civ y Com 3",2021-10-06,144,NA,2
"Paraná","Jdo Civ y Com 3",2021-10-07,11,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-08,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-10,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-11,7,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-12,148,1,4
"Paraná","Jdo Civ y Com 3",2021-10-13,140,1,2
"Paraná","Jdo Civ y Com 3",2021-10-14,134,NA,1
"Paraná","Jdo Civ y Com 3",2021-10-15,118,NA,1
"Paraná","Jdo Civ y Com 3",2021-10-16,3,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-18,156,NA,3
"Paraná","Jdo Civ y Com 3",2021-10-19,132,1,1
"Paraná","Jdo Civ y Com 3",2021-10-20,124,NA,1
"Paraná","Jdo Civ y Com 3",2021-10-21,171,NA,4
"Paraná","Jdo Civ y Com 3",2021-10-22,59,NA,2
"Paraná","Jdo Civ y Com 3",2021-10-23,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-24,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-25,172,NA,3
"Paraná","Jdo Civ y Com 3",2021-10-26,138,NA,3
"Paraná","Jdo Civ y Com 3",2021-10-27,89,NA,1
"Paraná","Jdo Civ y Com 3",2021-10-28,178,NA,2
"Paraná","Jdo Civ y Com 3",2021-10-29,152,NA,4
"Paraná","Jdo Civ y Com 3",2021-10-30,4,NA,NA
"Paraná","Jdo Civ y Com 3",2021-10-31,1,NA,NA
"Paraná","Jdo Civ y Com 3",2021-11-01,119,NA,1
"Paraná","Jdo Civ y Com 3",2021-11-02,165,NA,3
"Paraná","Jdo Civ y Com 3",2021-11-03,159,NA,4
"Paraná","Jdo Civ y Com 3",2021-11-04,200,1,2
"Paraná","Jdo Civ y Com 3",2021-11-05,128,NA,1
"Paraná","Jdo Civ y Com 3",2021-11-06,4,1,NA
"Paraná","Jdo Civ y Com 3",2021-11-07,2,NA,NA
"Paraná","Jdo Civ y Com 3",2021-11-08,112,13,2
"Paraná","Jdo Civ y Com 3",2021-11-09,76,8,1
"Paraná","Jdo Civ y Com 3",2021-11-10,70,10,3
"Paraná","Jdo Civ y Com 3",2021-11-11,97,41,2
"Paraná","Jdo Civ y Com 3",2021-11-12,89,37,2
"Paraná","Jdo Civ y Com 3",2021-11-13,1,2,NA
"Paraná","Jdo Civ y Com 3",2021-11-14,NA,1,NA
"Paraná","Jdo Civ y Com 3",2021-11-15,28,41,3
"Paraná","Jdo Civ y Com 3",2021-11-16,1,55,NA
"Paraná","Jdo Civ y Com 3",2021-11-17,67,41,3
"Paraná","Jdo Civ y Com 3",2021-11-18,141,40,2
"Paraná","Jdo Civ y Com 3",2021-11-19,87,41,3
"Paraná","Jdo Civ y Com 3",2021-11-20,NA,4,NA
"Paraná","Jdo Civ y Com 3",2021-11-21,NA,1,NA
"Paraná","Jdo Civ y Com 3",2021-11-22,NA,11,NA
"Paraná","Jdo Civ y Com 3",2021-11-23,36,59,3
"Paraná","Jdo Civ y Com 3",2021-11-24,110,61,1
"Paraná","Jdo Civ y Com 3",2021-11-25,98,38,1
"Paraná","Jdo Civ y Com 3",2021-11-26,106,54,3
"Paraná","Jdo Civ y Com 3",2021-11-28,NA,5,NA
"Paraná","Jdo Civ y Com 3",2021-11-29,18,48,2
"Paraná","Jdo Civ y Com 3",2021-11-30,74,42,1
"Paraná","Jdo Civ y Com 3",2021-12-01,85,53,1
"Paraná","Jdo Civ y Com 3",2021-12-02,72,31,4
"Paraná","Jdo Civ y Com 3",2021-12-03,96,38,NA
"Paraná","Jdo Civ y Com 3",2021-12-04,NA,5,NA
"Paraná","Jdo Civ y Com 3",2021-12-05,NA,6,NA
"Paraná","Jdo Civ y Com 3",2021-12-06,89,41,1
"Paraná","Jdo Civ y Com 3",2021-12-07,101,24,4
"Paraná","Jdo Civ y Com 3",2021-12-08,NA,4,NA
"Paraná","Jdo Civ y Com 3",2021-12-09,104,3,2
"Paraná","Jdo Civ y Com 3",2021-12-10,30,40,1
"Paraná","Jdo Civ y Com 3",2021-12-11,NA,3,NA
"Paraná","Jdo Civ y Com 3",2021-12-12,NA,4,NA
"Paraná","Jdo Civ y Com 3",2021-12-13,69,45,3
"Paraná","Jdo Civ y Com 3",2021-12-14,110,61,1
"Paraná","Jdo Civ y Com 3",2021-12-15,114,50,1
"Paraná","Jdo Civ y Com 3",2021-12-16,104,36,3
"Paraná","Jdo Civ y Com 3",2021-12-17,108,45,1
"Paraná","Jdo Civ y Com 3",2021-12-18,NA,2,NA
"Paraná","Jdo Civ y Com 3",2021-12-19,NA,5,NA
"Paraná","Jdo Civ y Com 3",2021-12-20,80,58,2
"Paraná","Jdo Civ y Com 3",2021-12-21,117,39,1
"Paraná","Jdo Civ y Com 3",2021-12-22,99,40,6
"Paraná","Jdo Civ y Com 3",2021-12-23,75,42,NA
"Paraná","Jdo Civ y Com 3",2021-12-24,NA,3,NA
"Paraná","Jdo Civ y Com 3",2021-12-27,96,23,6
"Paraná","Jdo Civ y Com 3",2021-12-28,77,1,2
"Paraná","Jdo Civ y Com 3",2021-12-29,77,46,1
"Paraná","Jdo Civ y Com 3",2021-12-30,102,39,6
"Paraná","Jdo Civ y Com 3",2021-12-31,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-01,2,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-02,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-07,2,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-10,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-11,2,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-12,7,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-13,3,1,NA
"Paraná","Jdo Civ y Com 3",2022-01-14,6,3,NA
"Paraná","Jdo Civ y Com 3",2022-01-15,3,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-17,NA,3,NA
"Paraná","Jdo Civ y Com 3",2022-01-19,3,2,NA
"Paraná","Jdo Civ y Com 3",2022-01-20,5,2,NA
"Paraná","Jdo Civ y Com 3",2022-01-21,9,NA,NA
"Paraná","Jdo Civ y Com 3",2022-01-22,2,NA,NA
"Paraná","Jdo Civ y Com 3",2022-02-01,92,124,7
"Paraná","Jdo Civ y Com 3",2022-02-02,76,56,2
"Paraná","Jdo Civ y Com 3",2022-02-03,NA,8,NA
"Paraná","Jdo Civ y Com 3",2022-02-04,78,49,1
"Paraná","Jdo Civ y Com 3",2022-02-05,NA,3,NA
"Paraná","Jdo Civ y Com 3",2022-02-06,1,6,NA
"Paraná","Jdo Civ y Com 3",2022-02-07,90,50,2
"Paraná","Jdo Civ y Com 3",2022-02-08,118,54,2
"Paraná","Jdo Civ y Com 3",2022-02-09,85,63,2
"Paraná","Jdo Civ y Com 3",2022-02-10,78,32,2
"Paraná","Jdo Civ y Com 3",2022-02-11,94,28,1
"Paraná","Jdo Civ y Com 3",2022-02-12,NA,8,NA
"Paraná","Jdo Civ y Com 3",2022-02-13,NA,3,NA
"Paraná","Jdo Civ y Com 3",2022-02-14,151,26,3
"Paraná","Jdo Civ y Com 3",2022-02-15,124,52,NA
"Paraná","Jdo Civ y Com 3",2022-02-16,84,45,3
"Paraná","Jdo Civ y Com 3",2022-02-17,87,44,1
"Paraná","Jdo Civ y Com 3",2022-02-18,201,47,10
"Paraná","Jdo Civ y Com 3",2022-02-19,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-02-20,NA,1,NA
"Paraná","Jdo Civ y Com 3",2022-02-21,92,56,2
"Paraná","Jdo Civ y Com 3",2022-02-22,66,57,2
"Paraná","Jdo Civ y Com 3",2022-02-23,72,55,1
"Paraná","Jdo Civ y Com 3",2022-02-24,81,54,1
"Paraná","Jdo Civ y Com 3",2022-02-25,100,28,2
"Paraná","Jdo Civ y Com 3",2022-02-26,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-02-28,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-03-01,NA,7,NA
"Paraná","Jdo Civ y Com 3",2022-03-02,37,47,2
"Paraná","Jdo Civ y Com 3",2022-03-03,95,33,1
"Paraná","Jdo Civ y Com 3",2022-03-04,156,38,1
"Paraná","Jdo Civ y Com 3",2022-03-05,NA,6,NA
"Paraná","Jdo Civ y Com 3",2022-03-06,NA,11,NA
"Paraná","Jdo Civ y Com 3",2022-03-07,84,56,2
"Paraná","Jdo Civ y Com 3",2022-03-08,58,37,1
"Paraná","Jdo Civ y Com 3",2022-03-09,93,49,3
"Paraná","Jdo Civ y Com 3",2022-03-10,99,56,1
"Paraná","Jdo Civ y Com 3",2022-03-11,85,45,2
"Paraná","Jdo Civ y Com 3",2022-03-12,2,7,NA
"Paraná","Jdo Civ y Com 3",2022-03-13,NA,6,NA
"Paraná","Jdo Civ y Com 3",2022-03-14,76,26,3
"Paraná","Jdo Civ y Com 3",2022-03-15,75,56,2
"Paraná","Jdo Civ y Com 3",2022-03-16,109,53,1
"Paraná","Jdo Civ y Com 3",2022-03-17,100,59,3
"Paraná","Jdo Civ y Com 3",2022-03-18,83,37,2
"Paraná","Jdo Civ y Com 3",2022-03-19,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-03-21,73,62,4
"Paraná","Jdo Civ y Com 3",2022-03-22,82,61,2
"Paraná","Jdo Civ y Com 3",2022-03-23,117,63,2
"Paraná","Jdo Civ y Com 3",2022-03-24,1,6,NA
"Paraná","Jdo Civ y Com 3",2022-03-25,138,35,NA
"Paraná","Jdo Civ y Com 3",2022-03-26,NA,1,NA
"Paraná","Jdo Civ y Com 3",2022-03-27,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-03-28,111,23,3
"Paraná","Jdo Civ y Com 3",2022-03-29,108,18,2
"Paraná","Jdo Civ y Com 3",2022-03-30,82,3,3
"Paraná","Jdo Civ y Com 3",2022-03-31,61,42,1
"Paraná","Jdo Civ y Com 3",2022-04-01,112,37,NA
"Paraná","Jdo Civ y Com 3",2022-04-02,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-04-03,NA,6,NA
"Paraná","Jdo Civ y Com 3",2022-04-04,132,44,4
"Paraná","Jdo Civ y Com 3",2022-04-05,94,73,1
"Paraná","Jdo Civ y Com 3",2022-04-06,106,51,2
"Paraná","Jdo Civ y Com 3",2022-04-07,105,67,2
"Paraná","Jdo Civ y Com 3",2022-04-08,69,29,1
"Paraná","Jdo Civ y Com 3",2022-04-09,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-04-10,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-04-11,108,48,3
"Paraná","Jdo Civ y Com 3",2022-04-12,101,55,1
"Paraná","Jdo Civ y Com 3",2022-04-13,67,31,4
"Paraná","Jdo Civ y Com 3",2022-04-14,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-04-15,NA,8,NA
"Paraná","Jdo Civ y Com 3",2022-04-16,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-04-17,NA,1,NA
"Paraná","Jdo Civ y Com 3",2022-04-18,113,65,2
"Paraná","Jdo Civ y Com 3",2022-04-19,136,42,1
"Paraná","Jdo Civ y Com 3",2022-04-20,110,62,3
"Paraná","Jdo Civ y Com 3",2022-04-21,112,59,2
"Paraná","Jdo Civ y Com 3",2022-04-22,96,44,NA
"Paraná","Jdo Civ y Com 3",2022-04-23,NA,3,NA
"Paraná","Jdo Civ y Com 3",2022-04-25,114,57,2
"Paraná","Jdo Civ y Com 3",2022-04-26,74,58,3
"Paraná","Jdo Civ y Com 3",2022-04-27,112,61,1
"Paraná","Jdo Civ y Com 3",2022-04-28,86,69,1
"Paraná","Jdo Civ y Com 3",2022-04-29,97,45,2
"Paraná","Jdo Civ y Com 3",2022-04-30,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-05-01,NA,5,NA
"Paraná","Jdo Civ y Com 3",2022-05-02,113,49,4
"Paraná","Jdo Civ y Com 3",2022-05-03,92,62,2
"Paraná","Jdo Civ y Com 3",2022-05-04,68,43,1
"Paraná","Jdo Civ y Com 3",2022-05-05,87,46,3
"Paraná","Jdo Civ y Com 3",2022-05-06,101,40,1
"Paraná","Jdo Civ y Com 3",2022-05-07,NA,7,NA
"Paraná","Jdo Civ y Com 3",2022-05-08,NA,1,NA
"Paraná","Jdo Civ y Com 3",2022-05-09,85,54,3
"Paraná","Jdo Civ y Com 3",2022-05-10,91,47,2
"Paraná","Jdo Civ y Com 3",2022-05-11,113,50,4
"Paraná","Jdo Civ y Com 3",2022-05-12,80,37,3
"Paraná","Jdo Civ y Com 3",2022-05-13,73,13,1
"Paraná","Jdo Civ y Com 3",2022-05-14,6,NA,NA
"Paraná","Jdo Civ y Com 3",2022-05-15,8,1,NA
"Paraná","Jdo Civ y Com 3",2022-05-16,88,8,1
"Paraná","Jdo Civ y Com 3",2022-05-17,79,3,2
"Paraná","Jdo Civ y Com 3",2022-05-18,2,NA,NA
"Paraná","Jdo Civ y Com 3",2022-05-19,97,59,1
"Paraná","Jdo Civ y Com 3",2022-05-20,22,46,2
"Paraná","Jdo Civ y Com 3",2022-05-21,2,2,NA
"Paraná","Jdo Civ y Com 3",2022-05-22,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-05-23,205,52,1
"Paraná","Jdo Civ y Com 3",2022-05-24,107,65,2
"Paraná","Jdo Civ y Com 3",2022-05-25,1,9,NA
"Paraná","Jdo Civ y Com 3",2022-05-26,84,49,3
"Paraná","Jdo Civ y Com 3",2022-05-27,121,43,1
"Paraná","Jdo Civ y Com 3",2022-05-28,NA,1,NA
"Paraná","Jdo Civ y Com 3",2022-05-29,NA,6,NA
"Paraná","Jdo Civ y Com 3",2022-05-30,98,46,2
"Paraná","Jdo Civ y Com 3",2022-05-31,107,43,NA
"Paraná","Jdo Civ y Com 3",2022-06-01,82,37,3
"Paraná","Jdo Civ y Com 3",2022-06-02,65,40,2
"Paraná","Jdo Civ y Com 3",2022-06-03,81,43,1
"Paraná","Jdo Civ y Com 3",2022-06-04,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-06-05,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-06-06,124,62,NA
"Paraná","Jdo Civ y Com 3",2022-06-07,89,45,3
"Paraná","Jdo Civ y Com 3",2022-06-08,66,64,1
"Paraná","Jdo Civ y Com 3",2022-06-09,89,58,3
"Paraná","Jdo Civ y Com 3",2022-06-10,97,36,2
"Paraná","Jdo Civ y Com 3",2022-06-11,NA,3,NA
"Paraná","Jdo Civ y Com 3",2022-06-12,NA,10,NA
"Paraná","Jdo Civ y Com 3",2022-06-13,74,42,NA
"Paraná","Jdo Civ y Com 3",2022-06-14,87,44,2
"Paraná","Jdo Civ y Com 3",2022-06-15,99,38,1
"Paraná","Jdo Civ y Com 3",2022-06-16,112,20,1
"Paraná","Jdo Civ y Com 3",2022-06-17,NA,7,NA
"Paraná","Jdo Civ y Com 3",2022-06-20,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-06-21,95,30,4
"Paraná","Jdo Civ y Com 3",2022-06-22,106,15,1
"Paraná","Jdo Civ y Com 3",2022-06-23,90,52,2
"Paraná","Jdo Civ y Com 3",2022-06-24,58,46,4
"Paraná","Jdo Civ y Com 3",2022-06-25,NA,5,NA
"Paraná","Jdo Civ y Com 3",2022-06-26,NA,4,NA
"Paraná","Jdo Civ y Com 3",2022-06-27,541,60,2
"Paraná","Jdo Civ y Com 3",2022-06-28,87,47,1
"Paraná","Jdo Civ y Com 3",2022-06-29,97,46,2
"Paraná","Jdo Civ y Com 3",2022-06-30,71,48,1
"Paraná","Jdo Civ y Com 3",2022-07-01,90,63,1
"Paraná","Jdo Civ y Com 3",2022-07-02,1,8,NA
"Paraná","Jdo Civ y Com 3",2022-07-03,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-07-04,98,38,3
"Paraná","Jdo Civ y Com 3",2022-07-05,89,37,3
"Paraná","Jdo Civ y Com 3",2022-07-06,107,49,8
"Paraná","Jdo Civ y Com 3",2022-07-07,78,61,4
"Paraná","Jdo Civ y Com 3",2022-07-08,112,32,2
"Paraná","Jdo Civ y Com 3",2022-07-11,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-07-12,3,1,NA
"Paraná","Jdo Civ y Com 3",2022-07-13,9,1,NA
"Paraná","Jdo Civ y Com 3",2022-07-14,3,NA,NA
"Paraná","Jdo Civ y Com 3",2022-07-15,2,1,NA
"Paraná","Jdo Civ y Com 3",2022-07-18,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-07-20,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-07-21,1,NA,NA
"Paraná","Jdo Civ y Com 3",2022-07-24,NA,2,NA
"Paraná","Jdo Civ y Com 3",2022-07-25,81,47,2
"Paraná","Jdo Civ y Com 3",2022-07-26,100,14,3
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-01-04,1,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-01-11,3,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-01-14,1,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-01-19,2,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-01-20,1,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-01,123,1,4
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-02,104,NA,2
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-03,19,1,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-04,113,NA,2
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-05,76,NA,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-08,125,1,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-09,101,NA,2
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-10,112,NA,2
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-11,102,1,3
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-12,84,NA,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-15,8,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-16,4,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-17,85,5,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-18,89,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-19,99,1,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-21,2,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-22,107,NA,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-23,92,2,NA
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-24,107,NA,2
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-25,89,1,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-02-26,88,1,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-03-01,69,2,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-03-02,95,5,1
"Uruguay","Jdo Civ y Com 3-sec.Ejecucion-",2021-03-03,58,NA,3
