"circunscripcion","organismo","fecha","actos_procesales","presentaciones_abogados","causas_iniciadas"
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-13,1,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-14,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-20,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-21,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-22,10,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-23,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-25,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-27,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-28,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-29,5,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-30,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-01-31,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-01,24,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-02,19,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-03,2,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-04,27,24,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-05,47,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-08,35,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-09,56,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-10,39,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-11,43,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-12,46,23,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-13,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-15,NA,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-16,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-17,42,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-18,39,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-19,42,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-20,NA,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-22,35,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-23,28,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-24,39,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-25,52,20,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-02-26,26,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-01,45,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-02,62,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-03,47,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-04,46,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-05,37,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-06,1,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-08,20,19,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-09,43,20,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-10,46,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-11,37,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-12,23,24,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-13,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-15,30,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-16,43,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-17,45,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-18,27,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-19,51,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-20,1,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-22,42,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-23,43,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-24,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-25,40,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-26,49,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-27,5,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-28,4,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-29,21,22,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-30,66,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-03-31,43,36,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-01,1,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-02,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-03,NA,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-04,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-05,29,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-06,64,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-07,37,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-08,25,19,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-09,25,27,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-10,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-12,48,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-13,55,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-14,37,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-15,43,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-16,51,27,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-18,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-19,36,27,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-20,36,19,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-21,42,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-22,9,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-23,56,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-24,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-25,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-26,40,24,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-27,57,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-28,59,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-29,9,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-04-30,60,20,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-01,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-02,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-03,35,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-04,37,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-05,38,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-06,29,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-07,62,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-08,6,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-09,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-10,52,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-11,56,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-12,34,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-13,38,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-14,46,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-15,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-17,43,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-18,83,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-19,38,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-20,20,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-21,57,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-22,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-24,NA,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-25,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-26,23,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-27,12,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-28,36,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-29,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-05-31,131,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-01,37,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-02,46,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-03,21,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-04,33,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-05,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-06,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-07,35,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-08,43,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-09,42,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-10,16,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-11,20,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-13,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-14,35,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-15,52,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-16,55,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-17,45,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-18,24,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-19,1,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-20,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-21,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-22,44,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-23,38,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-24,27,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-25,45,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-26,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-27,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-28,27,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-29,40,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-06-30,47,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-01,33,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-02,34,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-05,50,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-06,31,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-07,34,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-08,60,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-11,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-12,4,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-14,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-16,2,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-18,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-19,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-20,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-21,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-22,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-23,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-25,NA,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-26,28,30,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-27,53,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-28,70,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-29,73,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-30,43,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-07-31,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-01,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-02,24,46,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-03,50,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-04,45,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-05,33,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-06,61,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-07,1,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-08,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-09,50,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-10,35,22,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-11,51,30,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-12,37,35,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-13,45,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-14,1,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-15,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-16,NA,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-17,51,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-18,25,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-19,34,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-20,39,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-21,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-23,52,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-24,57,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-25,37,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-26,57,23,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-27,53,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-28,3,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-30,2,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-08-31,63,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-01,16,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-02,9,19,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-03,88,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-04,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-06,46,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-07,46,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-08,19,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-09,17,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-10,14,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-11,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-12,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-13,3,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-14,65,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-15,42,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-16,48,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-17,69,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-19,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-20,56,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-21,54,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-22,41,31,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-23,31,19,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-24,41,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-25,4,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-27,44,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-28,62,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-29,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-09-30,30,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-01,63,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-02,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-03,1,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-04,59,25,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-05,60,20,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-06,41,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-07,3,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-08,NA,21,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-11,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-12,56,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-13,44,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-14,71,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-15,79,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-16,2,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-17,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-18,61,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-19,62,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-20,66,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-21,48,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-22,60,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-23,1,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-24,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-25,49,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-26,53,22,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-27,55,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-28,51,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-10-29,40,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-01,52,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-02,72,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-03,54,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-04,41,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-05,59,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-06,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-08,39,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-09,81,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-10,43,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-11,48,10,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-12,22,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-13,1,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-15,60,39,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-16,4,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-17,58,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-18,88,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-19,44,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-20,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-23,47,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-24,45,22,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-25,63,9,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-26,51,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-27,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-28,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-29,42,12,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-11-30,54,5,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-01,38,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-02,40,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-03,15,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-04,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-06,25,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-07,42,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-09,40,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-10,39,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-11,NA,4,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-12,1,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-13,35,33,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-14,43,18,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-15,36,13,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-16,75,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-17,65,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-18,2,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-19,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-20,44,15,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-21,25,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-22,51,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-23,52,6,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-27,39,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-28,26,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-29,13,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-30,50,16,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2021-12-31,6,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-01,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-02,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-03,4,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-04,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-05,7,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-06,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-07,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-08,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-10,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-11,4,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-12,NA,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-13,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-14,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-17,2,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-18,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-19,NA,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-20,2,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-21,7,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-24,5,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-25,2,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-26,5,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-27,4,1,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-28,6,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-01-31,3,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-01,20,36,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-02,43,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-03,1,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-04,29,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-07,37,17,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-08,41,11,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-09,44,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-10,23,3,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-11,78,8,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-13,NA,2,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-14,27,14,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-15,35,7,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-16,42,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-17,44,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-18,57,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-19,10,NA,NA
"Paraná","Cámara Contencioso Administrativo-Paraná",2022-02-20,1,NA,NA
